price,bathroom,coord,bhk,sqft,class
6.220590170099739,,"(80.207, 12.760201400000001)",3.0,1150.0,0.0
5.41610040220442,,"(80.20053100585938, 13.044207572937012)",1.0,,0.0
6.8308742346461795,,"(17.385044, 78.486671)",3.0,1600.0,0.0
5.983936280687191,,"(80.21918487548828, 12.97907829284668)",2.0,950.0,0.0
5.983936280687191,,"(12.8176758, 80.16256489999998)",2.0,970.0,0.0
7.0825485693553,,"(13.0398891, 80.2368745)",3.0,1850.0,0.0
5.579729825986222,,"(12.826965, 80.0501941)",3.0,1860.0,0.0
6.8308742346461795,,"(80.22496795654297, 13.057442665100098)",3.0,1700.0,0.0
6.137727054086234,,"(80.2259645395662, 12.783565125966899)",3.0,1780.0,0.0
7.318539548567902,,"(80.271262, 13.016144)",3.0,2000.0,0.0
5.762051382780177,,"(80.22482299804688, 12.896888732910154)",2.0,,0.0
4.77912349311153,,"(17.385044, 78.486671)",1.0,,0.0
6.220590170099739,,"(80.13587951660156, 12.950366020202635)",3.0,1850.0,0.0
6.270988431858299,,"(80.24270629882812, 13.099081039428713)",2.0,1100.0,0.0
5.579729825986222,,"(13.0534467, 80.2235188)",1.0,,0.0
6.270988431858299,,"(17.385044, 78.486671)",3.0,1250.0,0.0
6.16541785423142,,"(17.450842899999998, 78.4786192)",2.0,800.0,0.0
5.579729825986222,,"(12.729478599999998, 80.2046156)",2.0,997.0,0.0
7.370230641807081,,"(80.26066589355469, 12.983258247375488)",3.0,1650.0,0.0
6.270988431858299,,"(13.0429224, 80.2475311)",2.0,940.0,0.0
7.187657164114956,,"(80.19329071044922, 13.061098098754885)",3.0,2000.0,0.0
5.840641657373398,,"(80.09375762939453, 12.935771942138672)",2.0,1450.0,0.0
6.495265555937008,,"(13.0648934, 80.21132419999998)",2.0,1000.0,0.0
5.0689042022202315,,"(12.9771281, 80.22274589999998)",1.0,,1.0
6.677083461247136,,"(13.0065799, 80.24823289999998)",3.0,1340.0,0.0
7.4949862339505335,,"(80.2575285969135, 13.0653484012077)",3.0,1650.0,0.0
6.137727054086234,,"(80.20683362718991, 12.8421730962308)",3.0,1260.0,0.0
6.677083461247136,,"(17.385044, 78.486671)",2.0,1000.0,0.0
5.983936280687191,,"(17.385044, 78.486671)",1.0,,0.0
6.220590170099739,,"(80.1931742778008, 12.994477952978801)",1.0,,0.0
5.762051382780177,,"(80.26023864746094, 12.975598335266113)",2.0,1400.0,0.0
6.07993319509559,,"(17.385044, 78.486671)",3.0,1150.0,0.0
5.0689042022202315,,"(80.23628234863281, 12.979289054870605)",1.0,,0.0
5.983936280687191,,"(80.10287475585938, 12.904268264770508)",3.0,1400.0,0.0
5.91350300563827,,"(12.963778, 80.21517800000002)",2.0,1000.0,0.0
5.0689042022202315,,"(13.1264468, 80.1032875)",1.0,,0.0
6.16541785423142,,"(17.385044, 78.486671)",3.0,1500.0,0.0
5.356586274672012,,"(17.385044, 78.486671)",1.0,,0.0
5.356586274672012,,"(17.385044, 78.486671)",2.0,600.0,0.0
6.320768294250582,,"(12.9771281, 80.22274589999998)",3.0,1350.0,1.0
5.762051382780177,,"(80.17493438720703, 13.082046508789062)",2.0,900.0,0.0
6.473890696352274,,"(17.4132828, 78.6063355)",2.0,950.0,0.0
6.741700694652055,,"(17.385044, 78.486671)",3.0,1050.0,0.0
6.8308742346461795,,"(17.385044, 78.486671)",4.0,2700.0,0.0
5.673323267171493,,"(17.385044, 78.486671)",2.0,750.0,0.0
6.964135612418245,,"(80.19330596923828, 13.0610990524292)",3.0,1900.0,0.0
5.762051382780177,,"(17.385044, 78.486671)",2.0,750.0,0.0
6.194405391104672,,"(17.385044, 78.486671)",3.0,1292.0,0.0
5.983936280687191,,"(13.0473889, 80.11197209999997)",2.0,750.0,0.0
5.0689042022202315,,"(17.385044, 78.486671)",1.0,,0.0
5.147494476813453,,"(17.385044, 78.486671)",1.0,,0.0
5.220355825078324,,"(17.385044, 78.486671)",3.0,1220.0,0.0
5.5254529391317835,,"(12.6935619, 79.9808668)",2.0,950.0,0.0
6.8308742346461795,,"(80.2547607421875, 12.94731616973877)",3.0,1800.0,0.0
5.579729825986222,,"(80.13738250732422, 12.986149787902832)",2.0,1005.0,0.0
6.677083461247136,,"(80.0112444162369, 12.7741438150406)",3.0,1957.0,0.0
6.8308742346461795,,"(80.1932601928711, 13.061588287353516)",3.0,1350.0,0.0
5.220355825078324,,"(17.385044, 78.486671)",1.0,,0.0
5.41610040220442,,"(80.20115661621094, 13.060229301452635)",1.0,,0.0
